Year,Country,Topic,Authors,No_Authors,Category_of_Authors,Title,Papers_Published,Institutions,Curated_Institution,Institution,Historically_Adv_Disav,Journal,African_Journal,Impact,Means_Citations,Model,Genetic,Research_Types,Adv_Methods,Medicinal_Plants_Usage,P_Name,P_Use,P_Success,N_affiliations,InternationalCollab,CC1,CC2,CC3,CC4,CC5,CC6,CC7,CC8,CC9,CC10,CC11,CC12,CC13,CC14,CC15,CC16,CC17,CC18,CC19,CC20,CC21,CC22,CC23,CC24,CC25,CC26,CC27,CC28,CC29,CC30,CC31,CC32
2004,44,3,"D. S. Maharaj, K. S. Saravanan, H. Maharaj, K. P. Mohanakumar and S. Daya",5,Multiple,"Acetaminophen and aspirin inhibit superoxide anion generation and lipid peroxidation, and protect against 1-methyl-4-phenyl pyridinium-induced dopaminergic neurotoxicity in rats",1," Rhodes University,  Indian Institute of Chemical Biology ",University of KwaZulu-Natal,UKN,,Neurochem Int,African Journals,3.718,0,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,44,3,"D. F. du Toit, G. D. van Schalkwyk, S. A. Wadee and B. L. Warren",4,Multiple,Neurologic outcome after penetrating extracranial arterial trauma,1, Tygerberg Hospita,University of KwaZulu-Natal,UKN,,Clin Infect Dis,African Journals,3.445,74,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,44,3,"I. C. Duncan, P. A. Fourie and A. S. Alberts",3,Multiple,Direct percutaneous intratumoral bleomycin injection for palliative treatment of impending quadriplegia,1," Unitas Hospital,",University of KwaZulu-Natal,UKN,,AJNR Am J Neuroradiol,African Journals,3.653,11,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,1,"D. M. Lang, M. del Mar Romero-Aleman, J. F. Arbelo-Galvan, C. A. Stuermer and M. Monzon-Mayor",5,Multiple,Regeneration of retinal axons in the lizard Gallotia galloti is not linked to generation of new retinal ganglion cells,1, University of Cape Town,University of KwaZulu-Natal,UKN,,Front Neuroanat,African Journals,3.48,73,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,1,"J. M. Wilmshurst, L. Reynolds, R. Van Toorn, F. Leisegang and H. E. Henderson",5,Multiple,Spinal muscular atrophy in black South Africans: concordance with the universal SMN1 genotype,1," University of Cape Town, Red Cross Children's Hospital",University of KwaZulu-Natal,UKN,,J Vet Intern Med,African Journals,3.515,31,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,1,"G. van der Watt, E. P. Owen, P. Berman, S. Meldau, N. Watermeyer, S. E. Olpin, N. J. Manning, I. Baumgarten, F. Leisegang and H. Henderson",10,Multiple,Glutaric aciduria type 1 in South Africa-high incidence of glutaryl-CoA dehydrogenase deficiency in black South Africans,1," University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,Mol Genet Metab,African Journals,3.774,33,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,44,2,"A. Roos, J. P. Fouche and D. J. Stein",3,Multiple,Brain network connectivity in women exposed to intimate partner violence: a graph theory analysis study,1,Cape Town and Stellenbosch Universities,University of KwaZulu-Natal,UKN,,Brain Imaging Behav,African Journals,3.719,49,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,3,"P. Navsaria, J. Omoshoro-Jones and A. Nicol",3,Multiple,An analysis of 32 surgically managed penetrating carotid artery injuries,1,Groote Schuur Hospital,University of KwaZulu-Natal,UKN,,Eur J Vasc Endovasc Surg,African Journals,3.386,13,Human,0,Clinical,Standard,No,,,,2,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,3,"V. Nell, D. W. Yates and J. Kruger",3,Multiple,An extended Glasgow Coma Scale (GCS-E) with enhanced sensitivity to mild brain injury,1,"Institute for Social and Health Sciences, University of South Africa",University of KwaZulu-Natal,UKN,,Arch Phys Med Rehabil,African Journals,3.573,2,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,9,"A. Pluddemann, A. J. Flisher, R. McKetin, C. Parry and C. Lombard",5,Multiple,"Methamphetamine use, aggressive behavior and other mental health issues among high-school students in Cape Town, South Africa",1,"Medical Research Council, South Africa, University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,Drug Alcohol Depend,African Journals,3.737,13,Human,0,Clinical,Standard,No,,,,2,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,3,"M. Venter, T. G. Myers, M. A. Wilson, T. J. Kindt, J. T. Paweska, F. J. Burt, P. A. Leman and R. Swanepoel",8,Multiple,Gene expression in mice infected with West Nile virus strains of different neurovirulence,1,"National Institute for Communicable Diseases, South Africa",University of KwaZulu-Natal,UKN,,Virology,African Journals,3.374,21,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,3,"C. Louw, A. Gordon, N. Johnston, C. Mollatt, G. Bradley and C. G. Whiteley",6,Multiple,Arginine deiminases: therapeutic tools in the etiology and pathogenesis of Alzheimer's disease,1,"Rhodes University, South Africa.",University of KwaZulu-Natal,UKN,,J Enzyme Inhib Med Chem,African Journals,3.523,18,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,1,"A. Lukats, O. Dkhissi-Benyahya, Z. Szepessy, P. Rohlich, B. Vigh, N. C. Bennett, H. M. Cooper and A. Szel",8,Multiple,"Visual pigment coexpression in all cones of two rodents, the Siberian hamster, and the pouched mouse",1,"Semmelweis University, National Institute of Health and Medical Research, University of Pretoria, ",University of KwaZulu-Natal,UKN,,Invest Ophthalmol Vis Sci,African Journals,3.388,60,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,7,"Fourie, M. M., Stein, D. J., Solms, M., Gobodo-Madikizela, P. and Decety, J.",5,Multiple,Empathy and moral emotions in post-apartheid South Africa: an fMRI investigation,1,"Stellenbosch University, cape Town University, University of Chicago",University of KwaZulu-Natal,UKN,,Soc Cogn Affect Neurosci,African Journals,3.5,128,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,44,3,"J. Schoeman, J. Wait, M. Burger, F. van Zyl, G. Fertig, A. J. van Rensburg, P. Springer and P. Donald",8,Multiple,Long-term follow up of childhood tuberculous meningitis,1,Tygerberg Children's Hospital,University of KwaZulu-Natal,UKN,,Dev Med Child Neurol,African Journals,3.526,26,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,44,2,F. X. Omlin,1,Single,Optic disc and optic nerve of the blind cape mole-rat (Georychus capensis): a proposed model for naturally occurring reactive gliosis,1,University of Cape Town,University of KwaZulu-Natal,UKN,,J Neurol Sci,African Journals,3.44,47,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,2,"V. A. Russell, A. S. de Villiers, T. Sagvolden, M. C. Lamm and J. J. Taljaard",5,Multiple,Methylphenidate affects striatal dopamine differently in an animal model for attention-deficit/hyperactivity disorder--the spontaneously hypertensive rat,1,University of Cape Town,University of KwaZulu-Natal,UKN,,Brain Res Bull,African Journals,3.44,14,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,7,D. J. Stein,1,Single,Generalized anxiety disorder: rethinking diagnosis and rating,1,University of Cape Town South Africa.,University of KwaZulu-Natal,UKN,,CNS Spectr,African Journals,3.504,6,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,2,D. J. Stein and J. E. Grant,2,Multiple,Betting on dopamine,1,University of Cape Town South Africa.,University of KwaZulu-Natal,UKN,,CNS Spectr,African Journals,3.504,23,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,7,"D. J. Stein, B. H. Harvey, J. Uys and W. Daniels",4,Multiple,Suffer the children: the psychobiology of early adversity,1,University of Cape Town South Africa.,University of KwaZulu-Natal,UKN,,Stereotact Funct Neurosurg,African Journals,3.504,244,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,1,"D. J. Stein, T. K. Newman, J. Savitz and R. Ramesar",4,Multiple,Warriors versus worriers: the role of COMT gene variants,1,"University of Cape Town, South Africa, ",University of KwaZulu-Natal,UKN,,CNS Spectr,African Journals,3.504,6,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,8,D. J. Stein,1,Single,What is the self? A psychobiological perspective,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,CNS Spectr,African Journals,3.504,7,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,3,D. J. Stein,1,Single,"Depression, anhedonia, and psychomotor symptoms: the role of dopaminergic neurocircuitry",1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,CNS Spectr,African Journals,3.504,22,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,7,D. J. Stein,1,Single,Emotional regulation: implications for the psychobiology of psychotherapy,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,CNS Spectr,African Journals,3.504,12,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,7,D. J. Stein,1,Single,Panic disorder: the psychobiology of external treat and introceptive distress,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,Metab Brain Dis,African Journals,3.504,16,Human,0,Clinical,Standard,No,,,,2,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,7,D. J. Stein and B. Vythilingum,2,Multiple,Social anxiety disorder: psychobiological and evolutionary underpinnings,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,J Pain,African Journals,3.504,7,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,8,D. J. Stein and J. Muller,2,Multiple,Cognitive-affective neuroscience of somatization disorder and functional somatic syndromes: reconceptualizing the triad of depression-anxiety-somatic symptoms,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,CNS Spectr,African Journals,3.504,73,Human,0,Clinical,Standard,No,,,,2,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,7,"J. Savitz, L. van der Merwe and R. Ramesar",3,Multiple,Personality endophenotypes for bipolar affective disorder: a family-based genetic association analysis,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,Br J Oral Maxillofac Surg,African Journals,3.496,0,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,7,"D. J. Stein, V. Ives-Deliperi and K. G. Thomas",3,Multiple,Psychobiology of mindfulness,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,Biol Psychiatry,African Journals,3.504,72,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,9,"J. Savitz, L. van der Merwe, M. Solms and R. Ramesar",4,Multiple,Lateralization of hand skill in bipolar affective disorder,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,Genes Brain Behav,African Journals,3.496,54,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,7,"D. J. Stein, S. Hemmings, H. Moolman-Smook and K. Audenaert",4,Multiple,5-HT2A: its role in frontally mediated executive function and related psychopathology,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,CNS Spectr,African Journals,3.504,106,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,3,"D. J. Stein, J. Fan, J. Fossella and V. A. Russell",4,Multiple,Inattention and hyperactivity-impulsivity: psychobiological and evolutionary underpinnings of ADHD,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,CNS Spectr,African Journals,3.504,18,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,2,"D. J. Stein, W. M. Daniels, J. Savitz and B. H. Harvey",4,Multiple,Brain-derived neurotrophic factor: the neurotrophin hypothesis of psychopathology,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,CNS Spectr,African Journals,3.504,23,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,9,"A. P. Kulkarni, N. S. Pillay, L. A. Kellaway and G. J. Kotwal",4,Multiple,Intracranial administration of vaccinia virus complement control protein in Mo/Hu APPswe PS1dE9 transgenic mice at an early age shows enhanced performance at a later age using a cheese board maze test,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,Biogerontology,African Journals,3.702,27,Human,0,Clinical,Standard,No,,,,3,46,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,8,"D. J. Stein, M. Collins, W. Daniels, T. D. Noakes and M. Zigmond",5,Multiple,Mind and muscle: the cognitive-affective neuroscience of exercise,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,CNS Spectr,African Journals,3.504,5,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,7,"D. J. Stein, J. van Honk, J. Ipser, M. Solms and J. Panksepp",5,Multiple,Opioids: from physical pain to the pain of social isolation,1,"University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,Sci Rep,African Journals,3.504,16,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,44,5,"K. Plattner, M. I. Lambert, N. Tam and J. Baumeister",4,Multiple,The response of cortical alpha activity to pain and neuromuscular changes caused by exercise-induced muscle damage,1,"University of Cape Town, The Sport Science Institute of South Africa",University of KwaZulu-Natal,UKN,,Front Microbiol,African Journals,3.623,8,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"Heaps-Woodruff, J. M., Joska, J., Cabeen, R., Baker, L. M., Salminen, L. E., Hoare, J., Laidlaw, D. H., Wamser-Nanney, R., Peng, C. Z., Engelbrecht, S., Seedat, S., Stein, D. J. and Paul, R. H.",13,Multiple,White matter fiber bundle lengths are shorter in cART naive HIV: an analysis of quantitative diffusion tractography in South Africa,1,University of Capetown,University of KwaZulu-Natal,UKN,,Brain Imaging Behav,African Journals,3.719,38,Human,0,Clinical,Standard,No,,,,2,44,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,8,"Dalle, E., Daniels, W. M. U. and Mabandla, M. V.",3,Multiple,Fluvoxamine maleate effects on dopamine signaling in the prefrontal cortex of stressed Parkinsonian rats: Implications for learning and memory,1,University of KwaZulu-Natal and University of the Witwatersrand,University of KwaZulu-Natal,UKN,,Brain Res Bull,African Journals,3.44,110,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,3,M. Panday and J. Moodley,2,Multiple,Management of the unconscious pregnant patient,1,"University of KwaZulu-Natal, South Africa",University of KwaZulu-Natal,UKN,,Best Pract Res Clin Obstet Gynaecol,African Journals,3.368,42,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,3,"A. I. Bhigjee, K. Moodley and K. Ramkissoon",3,Multiple,"Multiple sclerosis in KwaZulu Natal, South Africa: an epidemiological and clinical study",1,"University of KwaZulu-Natal, South Africa",University of KwaZulu-Natal,UKN,,Mult Scler,African Journals,3.412,98,Human,0,Clinical,Standard,No,,,,4,44,102,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,2,J. A. Ojewole,1,Single,Anticonvulsant property of Sutherlandia frutescens R. BR. (variety Incana E. MEY.) [Fabaceae] shoot aqueous extract,1,"University of KwaZulu-Natal, South Africa.",University of KwaZulu-Natal,UKN,,Brain Res Bull,African Journals,3.44,1,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,2,I. M. Mahomed and J. A. Ojewole,2,Multiple,Anticonvulsant activity of Harpagophytum procumbens DC [Pedaliaceae] secondary root aqueous extract in mice,1,"University of KwaZulu-Natal, South Africa.",University of KwaZulu-Natal,UKN,,Brain Res Bull,African Journals,3.44,3,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,44,3,"P. L. McGarr, P. K. Ramdial and A. Madaree",3,Multiple,Heterotopic brain tissue in the scalp,1,University of Natal,University of KwaZulu-Natal,UKN,,Plast Reconstr Surg,African Journals,3.621,10,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,44,4,"B. Singh, J. Moodley, A. S. Shaik and J. V. Robbs",4,Multiple,Sympathectomy for complex regional pain syndrome,1,University of Natal,University of KwaZulu-Natal,UKN,,J Negat Results Biomed,African Journals,3.445,47,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,3,"R. Jithoo, S. S. Nadvi and J. V. Robbs",3,Multiple,Vertebral artery embolism post subclavian artery injury with occipital lobe infarction,1,"University of Natal Medical School and Wentworth Hospital, Durban",University of KwaZulu-Natal,UKN,,Eur J Vasc Endovasc Surg,African Journals,3.386,16,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,44,3,"R. Chetty, S. Batitang and D. Govender",3,Multiple,Large cell neuroendocrine carcinoma of the thymus,1,"University of Natal School of Medicine, Durban, South Africa ",University of KwaZulu-Natal,UKN,,Histopathology,African Journals,3.453,26,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,44,2,B. H. Harvey and A. Nel,2,Multiple,Role of aging and striatal nitric oxide synthase activity in an animal model of tardive dyskinesia,1,University of Potchefstroom,University of KwaZulu-Natal,UKN,,Can J Physiol Pharmacol,African Journals,3.44,1,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,6,"M. K. Oosthuizen, N. C. Bennett and H. M. Cooper",3,Multiple,Fos expression in the suprachiasmatic nucleus in response to light stimulation in a solitary and social species of African mole-rat (family Bathyergidae),1,"University of Pretoria, South Africa",University of KwaZulu-Natal,UKN,,Neuroscience,African Journals,3.412,50,Human,0,Clinical,Standard,No,,,,2,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,1,"M. K. Oosthuizen, N. C. Bennett and C. W. Coen",3,Multiple,"An immunohistochemical study of the gonadotrophin-releasing hormone 1 system in solitary Cape mole-rats, Georychus capensis, and social Natal mole-rats, Cryptomys hottentotus natalensis",1,"University of Pretoria, South Africa",University of KwaZulu-Natal,UKN,,Neuroscience,African Journals,3.412,11,Human,0,Clinical,Standard,No,,,,3,44,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,6,"L. Hart, N. C. Bennett, T. Kalamatianos, M. K. Oosthuizen, J. U. Jarvis, M. J. O'Riain and C. W. Coen",7,Multiple,"Neuroanatomical investigation of the gonadotrophin-releasing hormone 1 system in the seasonally breeding Cape dune mole-rat, Bathyergus suillus",1,"University of Pretoria, South Africa, University of Cape Town, South Africa.",University of KwaZulu-Natal,UKN,,Soc Neurosci,African Journals,3.44,13,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,8,D. Swanepoel,1,Single,Auditory pathology in cri-du-chat (5p-) syndrome: phenotypic evidence for auditory neuropathy,1,"University of Pretoria, South Africa.",University of KwaZulu-Natal,UKN,,Clin Genet,African Journals,3.515,10,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,44,8,"S. J. van Rensburg, F. C. Potocnik, T. Kiss, F. Hugo, P. van Zijl, E. Mansvelt, M. E. Carstens, P. Theodorou, P. R. Hurly, R. A. Emsley and J. J. Taljaard",11,Multiple,Serum concentrations of some metals and steroids in patients with chronic fatigue syndrome with reference to neurological and cognitive abnormalities,1,University of Stellenbosch,University of KwaZulu-Natal,UKN,,PLoS Med,African Journals,3.44,14,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
